"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                Self-perceived health by sex, age and educational attainment level"	"hlth_silc_02"	"dataset"	"06.02.2017"	"06.02.2017"	"2004"	"2015"	
"                Self-perceived health by sex, age and income quintile"	"hlth_silc_10"	"dataset"	"06.02.2017"	"06.02.2017"	"2004"	"2015"	
"                People having a long-standing illness or health problem, by sex, age and educational attainment level"	"hlth_silc_05"	"dataset"	"06.02.2017"	"06.02.2017"	"2004"	"2015"	
"                People having a long-standing illness or health problem, by sex, age and income quintile"	"hlth_silc_11"	"dataset"	"06.02.2017"	"06.02.2017"	"2004"	"2015"	
"                Self-perceived long-standing limitations in usual activities due to health problem by sex, age and educational attainment level"	"hlth_silc_07"	"dataset"	"06.02.2017"	"06.02.2017"	"2004"	"2015"	
"                Self-perceived long-standing limitations in usual activities due to health problem by sex, age and income quintile"	"hlth_silc_12"	"dataset"	"06.02.2017"	"21.11.2016"	"2004"	"2015"	
"                Psychological distress by sex, age and educational attainment level (average score)"	"hlth_ehis_st7"	"dataset"	"20.03.2014"	"11.12.2012"	"2008"	"2008"	
"            Drivers - healthy and unhealthy behaviors"	"qol_hlt_dr"	"folder"	" "	" "	" "	" "	
"                Body mass index (BMI) by sex, age and educational attainment level (%)"	"hlth_ehis_de1"	"dataset"	"20.03.2014"	"29.08.2013"	"2008"	"2008"	
"                Body mass index (BMI) by sex, age and income quintile (%)"	"hlth_ehis_de2"	"dataset"	"13.04.2012"	"21.07.2016"	"2008"	"2008"	
"                Daily smokers of cigarettes by sex, age and educational attainment level (%)"	"hlth_ehis_de3"	"dataset"	"20.03.2014"	"29.08.2013"	"2008"	"2008"	
"                Daily smokers of cigarettes by sex, age and income quintile (%)"	"hlth_ehis_de4"	"dataset"	"13.04.2012"	"21.07.2016"	"2008"	"2008"	
"            Access to health care"	"qol_hlt_ca"	"folder"	" "	" "	" "	" "	
"                Self-reported unmet needs for medical examination by sex, age, detailed reason and income quintile"	"hlth_silc_08"	"dataset"	"08.06.2017"	"08.06.2017"	"2004"	"2016"	
"                Self-reported unmet needs for medical examination by sex, age, detailed reason and educational attainment level"	"hlth_silc_14"	"dataset"	"21.02.2017"	"21.02.2017"	"2004"	"2015"	
"        Education"	"qol_edu"	"folder"	" "	" "	" "	" "	
"            Competences and skills"	"qol_educ_sk"	"folder"	" "	" "	" "	" "	
"                Population by educational attainment level, sex and age (%) - main indicators"	"edat_lfse_03"	"dataset"	"25.04.2017"	"28.02.2017"	"1992"	"2016"	
"            Lifelong learning"	"qol_lfso_ll"	"folder"	" "	" "	" "	" "	
"                Participation rate in education and training (last 4 weeks) by sex and labour status"	"trng_lfse_02"	"dataset"	"25.04.2017"	"28.02.2017"	"1992"	"2016"	
"        Economic and physical safety"	"qol_saf"	"folder"	" "	" "	" "	" "	
"            Economic security and vulnerability"	"qol_safe_vul"	"folder"	" "	" "	" "	" "	
"                Inability to face unexpected financial expenses - EU-SILC survey"	"ilc_mdes04"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                Arrears (mortgage or rent, utility bills or hire purchase) from 2003 onwards - EU-SILC survey"	"ilc_mdes05"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"            Physical and personal security"	"qol_safe_sec"	"folder"	" "	" "	" "	" "	
"                Death due to homicide, assault, by sex"	"tps00146"	"table"	"19.07.2017"	"19.07.2017"	"2011"	"2014"	
"                Crime, violence or vandalism in the area - EU-SILC survey"	"ilc_mddw03"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"        Governance and basic rights"	"qol_gov"	"folder"	" "	" "	" "	" "	
"            Discrimination and equal opportunities"	"qol_gov_dis"	"folder"	" "	" "	" "	" "	
"                Gender pay gap in unadjusted form by NACE Rev. 2 activity - structure of earnings survey methodology"	"earn_gr_gpgr2"	"dataset"	"08.03.2017"	"28.02.2017"	"2007"	"2015"	
"                Gender pay gap in unadjusted form by age - NACE Rev. 2 activity (B-S except O), structure of earnings survey methodology"	"earn_gr_gpgr2ag"	"dataset"	"08.03.2017"	"28.02.2017"	"2007"	"2015"	
"        Natural and living environment"	"qol_env"	"folder"	" "	" "	" "	" "	
"            Pollution (including noise)"	"qol_env_pol"	"folder"	" "	" "	" "	" "	
"                Pollution, grime or other environmental problems - EU-SILC survey"	"ilc_mddw02"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                Noise from neighbours or from the street - EU-SILC survey"	"ilc_mddw01"	"dataset"	"15.07.2017"	"13.07.2017"	"2003"	"2016"	
"                Urban population exposure to air pollution by particulate matter"	"tsdph370"	"table"	"28.04.2017"	"28.04.2017"	"2000"	"2014"	
"    Migrant integration indicators"	"mii"	"folder"	" "	" "	" "	" "	
"        Social inclusion"	"mii_soinc"	"folder"	" "	" "	" "	" "	
"            Income distribution and monetary poverty"	"mii_ip"	"folder"	" "	" "	" "	" "	
"                Mean and median income by broad group of citizenship (population aged 18 and over)"	"ilc_di15"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"                Mean and median income by broad group of country of birth (population aged 18 and over)"	"ilc_di16"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"                At-risk-of-poverty rate by broad group of citizenship (population aged 18 and over)"	"ilc_li31"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"                At-risk-of-poverty rate by broad group of country of birth (population aged 18 and over)"	"ilc_li32"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"                In-work at-risk-of-poverty rate by broad group of citizenship (population aged 18 and over)"	"ilc_iw15"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                In-work at-risk-of-poverty rate by broad group of country of birth (population aged 18 and over)"	"ilc_iw16"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"            People at risk of poverty and social exclusion"	"mii_pe"	"folder"	" "	" "	" "	" "	
"                People at risk of poverty or social exclusion by broad group of citizenship (population aged 18 and over)"	"ilc_peps05"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"                People at risk of poverty or social exclusion by broad group of country of birth (population aged 18 and over)"	"ilc_peps06"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"                At-risk-of poverty rate for children by citizenship of their parents (population aged 0 to 17 years)"	"ilc_li33"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                At-risk-of poverty rate for children by country of birth of their parents (population aged 0 to 17 years)"	"ilc_li34"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"            Living condition"	"mii_lc"	"folder"	" "	" "	" "	" "	
"                Distribution of population by broad group of citizenship and tenure status (population aged 18 and over)"	"ilc_lvps15"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                Distribution of population by broad group of country of birth and tenure status (population aged 18 and over)"	"ilc_lvps16"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                Housing cost overburden rate by age, sex and broad group of citizenship (total population aged 18 and over)"	"ilc_lvho25"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                Housing cost overburden rate by age, sex and broad group of country of birth (total population aged 18 and over)"	"ilc_lvho26"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                Overcrowding rate by age, sex and broad group of citizenship (total population aged 18 and over)"	"ilc_lvho15"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                Overcrowding rate by age, sex and broad group of country of birth (total population aged 18 and over)"	"ilc_lvho16"	"dataset"	"15.07.2017"	"10.07.2017"	"2003"	"2016"	
"                People living in households with very low work intensity by broad group of citizenship (population aged 18 to 59 years)"	"ilc_lvhl15"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"                People living in households with very low work intensity by broad group of country of birth (population aged 18 to 59 years)"	"ilc_lvhl16"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"            Material deprivation"	"mii_md"	"folder"	" "	" "	" "	" "	
"                Severe material deprivation rate by broad group of citizenship (population aged 18 and over)"	"ilc_mddd15"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"                Severe material deprivation rate by broad group of country of birth (population aged 18 and over)"	"ilc_mddd16"	"dataset"	"15.07.2017"	"30.05.2017"	"2003"	"2016"	
"        Education"	"mii_educ"	"folder"	" "	" "	" "	" "	
"            Participation in lifelong learning of population aged 18+ "	"mii_trng"	"folder"	" "	" "	" "	" "	
"                Participation rate in education and training (last 4 weeks) by sex, age and citizenship"	"trng_lfs_12"	"dataset"	"25.04.2017"	"25.04.2017"	"2004"	"2016"	
"                Participation rate in education and training (last 4 weeks) by sex, age and country of birth"	"trng_lfs_13"	"dataset"	"25.04.2017"	"25.04.2017"	"2004"	"2016"	
"            Young people by educational and labour status (incl. neither in employment nor in education and training - NEET)"	"mii_edatt0"	"folder"	" "	" "	" "	" "	
"                Young people neither in employment nor in education and training by sex, age and citizenship (NEET rates)"	"edat_lfse_23"	"dataset"	"25.04.2017"	"25.04.2017"	"2004"	"2016"	
"                Young people neither in employment nor in education and training by sex, age and country of birth (NEET rates)"	"edat_lfse_28"	"dataset"	"25.04.2017"	"25.04.2017"	"2004"	"2016"	
"            Distribution of the population by educational attainment level"	"mii_edata"	"folder"	" "	" "	" "	" "	
"                Population by educational attainment level, sex, age and citizenship (%)"	"edat_lfs_9911"	"dataset"	"25.04.2017"	"25.04.2017"	"2004"	"2016"	
"                Population by educational attainment level, sex, age and country of birth (%)"	"edat_lfs_9912"	"dataset"	"25.04.2017"	"25.04.2017"	"2004"	"2016"	
"            Early leavers from education and training"	"mii_edatt1"	"folder"	" "	" "	" "	" "	
"                Early leavers from education and training by sex and citizenship"	"edat_lfse_01"	"dataset"	"25.04.2017"	"25.04.2017"	"2004"	"2016"	
"                Early leavers from education and training by sex and country of birth"	"edat_lfse_02"	"dataset"	"25.04.2017"	"25.04.2017"	"2004"	"2016"	
"        Employment"	"mii_emp"	"folder"	" "	" "	" "	" "	
"            Activity rates"	"mii_act"	"folder"	" "	" "	" "	" "	
"                Activity rates by sex, age and citizenship (%)"	"lfsa_argan"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Activity rates by sex, age and country of birth  (%)"	"lfsa_argacob"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"            Unemployment"	"mii_une"	"folder"	" "	" "	" "	" "	
"                Unemployment rates by sex, age and nationality (%)"	"lfsa_urgan"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Unemployment rates by sex, age and country of birth (%)"	"lfsa_urgacob"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"            Employment and self-employment"	"mii_em"	"folder"	" "	" "	" "	" "	
"                Employment rates by sex, age and citizenship (%)"	"lfsa_ergan"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Employment rates by sex, age and country of birth (%)"	"lfsa_ergacob"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Long-term unemployment (12 months or more) as a percentage of the total unemployment, by sex, age and citizenship (%)"	"lfsa_upgan"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Long-term unemployment (12 months or more) as a percentage of the total unemployment, by sex, age and country of birth (%)"	"lfsa_upgacob"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Part-time employment as percentage of the total employment, by sex, age and citizenship (%)"	"lfsa_eppgan"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Part-time employment as percentage of the total employment, by sex, age and country of birth (%)"	"lfsa_eppgacob"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Self-employment by sex, age and citizenship (1 000)"	"lfsa_esgan"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Self-employment by sex, age and country of birth  (1 000)"	"lfsa_esgacob"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Temporary employees as percentage of the total number of employees, by sex, age and citizenship (%)"	"lfsa_etpgan"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Temporary employees as percentage of the total number of employees, by sex, age and country of birth (%)"	"lfsa_etpgacob"	"dataset"	"05.07.2017"	"25.04.2017"	"1995"	"2016"	
"                Employment rates of young people not in education and training by sex, educational attainment level, years since completion of highest level of education and citizenship"	"edat_lfse_31"	"dataset"	"04.07.2017"	"25.04.2017"	"2004"	"2016"	
"                Employment rates of young people not in education and training by sex, educational attainment level, years since completion of highest level of education and country of birth"	"edat_lfse_32"	"dataset"	"04.07.2017"	"25.04.2017"	"2004"	"2016"	
"        Active citizenship"	"mii_actctz"	"folder"	" "	" "	" "	" "	
"            Long-term residents among all non-EU citizens holding residence permits by citizenship on 31 December (%)"	"migr_resshare"	"dataset"	"17.07.2017"	"17.07.2017"	"2008"	"2016"	
"            Residents who acquired citizenship as a share of resident non-citizens by former citizenship and sex"	"migr_acqs"	"dataset"	"28.03.2017"	"14.02.2017"	"2009"	"2015"	
"        LFS ad-hoc modules on migrants"	"mii_lfso"	"folder"	" "	" "	" "	" "	
"            2014. Migration and labour market"	"lfso_14"	"folder"	" "	" "	" "	" "	
"                Immigrants and their descendants"	"lfso_14pop"	"folder"	" "	" "	" "	" "	
"                    Population by sex, age, migration status and citizenship"	"lfso_14pciti"	"dataset"	"06.04.2016"	"06.04.2016"	"2014"	"2014"	
"                    Population by sex, age, migration status and country of birth"	"lfso_14pcob"	"dataset"	"06.04.2016"	"06.04.2016"	"2014"	"2014"	
"                    Population by sex, age, migration status, country of birth  and country of birth of parents"	"lfso_14pcobp"	"dataset"	"14.07.2016"	"14.07.2016"	"2014"	"2014"	
"                    Population by sex, age, migration status and degree of urbanisation"	"lfso_14purb"	"dataset"	"06.04.2016"	"06.04.2016"	"2014"	"2014"	
"                    Ranking of country of birth of first generation of immigrants by sex and age"	"lfso_14pcobrk"	"dataset"	"06.04.2016"	"06.04.2016"	"2014"	"2014"	
"                    Ranking of citizenship by sex, age and migration status"	"lfso_14pcitirk"	"dataset"	"06.04.2016"	"06.04.2016"	"2014"	"2014"	
"                Background of immigrants and their descendants"	"lfso_14bck"	"folder"	" "	" "	" "	" "	
"                    Educational attainment level (ISCED11) distribution by sex, age, migration status and educational attainment level of parents (ISCED11F)"	"lfso_14beduc"	"dataset"	"03.06.2016"	"03.06.2016"	"2014"	"2014"	
"                    First generation of immigrants by sex, citizenship, duration and reason for migration"	"lfso_14b1dr"	"dataset"	"06.04.2016"	"06.04.2016"	"2014"	"2014"	
